CustomerID,Gender,Age,Age group,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Work Level,No. of Family ,Familysize 
1018,Female,85,Senior,"$134,282 ",39,Artist,2,Entry Level,5,Mid Size
1019,Female,25,Teenager,"$106,669 ",22,Lawyer,1,Entry Level,7,Large size
1020,Female,99,Senior,"$145,777 ",94,Executive,1,Entry Level,5,Mid Size
1021,Male,41,Adult,"$119,259 ",91,Healthcare,1,Entry Level,5,Mid Size
1022,Female,1,Teenager,"$150,174 ",59,Artist,2,Entry Level,2,small Size
1023,Female,45,Adult,"$55,472 ",51,Healthcare,1,Entry Level,3,small Size
1024,Male,55,Senior,"$99,423 ",82,Healthcare,0,Entry Level,5,Mid Size
1025,Female,20,Teenager,"$146,221 ",25,Marketing,0,Entry Level,3,small Size
1026,Female,33,Adult,"$84,238 ",31,Artist,1,Entry Level,2,small Size
1027,Male,92,Senior,"$57,032 ",75,Entertainment,1,Entry Level,5,Mid Size
1028,Male,93,Senior,"$88,811 ",52,Engineer,0,Entry Level,4,Mid Size
1029,Male,60,Senior,"$167,420 ",38,Artist,5,Mid Level,2,small Size
1030,Male,38,Adult,"$101,846 ",17,Doctor,3,Entry Level,2,small Size
1031,Male,15,Teenager,"$114,061 ",87,Artist,2,Entry Level,5,Mid Size
1032,Male,74,Senior,"$147,449 ",16,Artist,1,Entry Level,5,Mid Size
1033,Female,47,Adult,"$83,043 ",76,Executive,0,Entry Level,1,small Size
1034,Female,96,Senior,"$168,990 ",81,Doctor,9,Mid Level,5,Mid Size
1035,Male,97,Senior,"$73,867 ",65,Healthcare,4,Entry Level,5,Mid Size
1036,Female,35,Adult,"$165,772 ",51,Healthcare,1,Entry Level,4,Mid Size
1037,Female,19,Teenager,"$178,217 ",38,Marketing,0,Entry Level,3,small Size
1038,Male,60,Senior,"$162,612 ",98,Engineer,1,Entry Level,6,Mid Size
1039,Male,37,Adult,"$99,872 ",53,Entertainment,11,Senior Level,3,small Size
1040,Female,49,Adult,"$142,566 ",77,Artist,1,Entry Level,7,Large size
1041,Female,1,Teenager,"$111,424 ",80,Entertainment,8,Mid Level,5,Mid Size
1042,Male,43,Adult,"$187,841 ",38,Artist,1,Entry Level,4,Mid Size
1043,Female,46,Adult,"$171,921 ",50,Artist,1,Entry Level,6,Mid Size
1044,Female,65,Senior,"$115,299 ",87,Artist,6,Mid Level,3,small Size
1045,Male,75,Senior,"$94,129 ",27,Healthcare,6,Mid Level,7,Large size
1046,Male,40,Adult,"$172,378 ",39,Entertainment,5,Mid Level,6,Mid Size
1047,Male,28,Teenager,"$146,597 ",31,Engineer,1,Entry Level,4,Mid Size
1048,Female,78,Senior,"$64,057 ",44,Doctor,0,Entry Level,3,small Size
1049,Female,22,Teenager,"$163,585 ",49,Artist,9,Mid Level,5,Mid Size
1050,Male,6,Teenager,"$93,186 ",83,Entertainment,1,Entry Level,3,small Size
1051,Male,46,Adult,"$149,764 ",1,Entertainment,0,Entry Level,6,Mid Size
1052,Male,17,Teenager,"$116,822 ",84,Doctor,1,Entry Level,3,small Size
1053,Female,46,Adult,"$109,346 ",37,Entertainment,1,Entry Level,2,small Size
1054,Female,72,Senior,"$111,587 ",99,Artist,7,Mid Level,4,Mid Size
1055,Female,38,Adult,"$166,644 ",66,Artist,8,Mid Level,6,Mid Size
1056,Female,50,Adult,"$181,270 ",56,Artist,1,Entry Level,1,small Size
1057,Male,47,Adult,"$65,207 ",81,Healthcare,1,Entry Level,2,small Size
1058,Female,72,Senior,"$112,146 ",21,Homemaker,8,Mid Level,4,Mid Size
1059,Male,8,Teenager,"$104,953 ",57,Doctor,1,Entry Level,6,Mid Size
1060,Female,34,Adult,"$139,009 ",24,Artist,0,Entry Level,4,Mid Size
1061,Female,53,Senior,"$67,916 ",82,Healthcare,0,Entry Level,6,Mid Size
1062,Female,82,Senior,"$99,983 ",88,Executive,0,Entry Level,1,small Size
1063,Male,63,Senior,"$131,122 ",40,Artist,9,Mid Level,6,Mid Size
1064,Female,58,Senior,"$173,190 ",37,Doctor,9,Mid Level,4,Mid Size
1065,Male,23,Teenager,"$122,712 ",21,Marketing,1,Entry Level,1,small Size
1066,Female,80,Senior,"$55,792 ",30,Artist,1,Entry Level,6,Mid Size
1067,Male,45,Adult,"$73,892 ",45,Doctor,1,Entry Level,4,Mid Size
1068,Female,30,Adult,"$78,821 ",46,Other,1,Entry Level,4,Mid Size
1069,Female,84,Senior,"$152,475 ",12,Artist,0,Entry Level,7,Large size
1070,Male,45,Adult,"$152,226 ",87,Artist,4,Entry Level,4,Mid Size
1071,Male,85,Senior,"$117,679 ",18,Entertainment,1,Entry Level,3,small Size
1072,Male,23,Teenager,"$146,473 ",87,Artist,1,Entry Level,4,Mid Size
1073,Male,79,Senior,"$66,051 ",75,Healthcare,1,Entry Level,7,Large size
1074,Male,47,Adult,"$162,332 ",72,Entertainment,1,Entry Level,5,Mid Size
1075,Female,93,Senior,"$166,018 ",71,Doctor,0,Entry Level,3,small Size
1076,Female,95,Senior,"$67,398 ",81,Entertainment,2,Entry Level,5,Mid Size
1077,Male,44,Adult,"$73,760 ",70,Entertainment,1,Entry Level,6,Mid Size
1078,Male,95,Senior,"$167,578 ",66,Entertainment,0,Entry Level,1,small Size
1079,Male,28,Teenager,"$130,267 ",45,Engineer,8,Mid Level,4,Mid Size
1080,Male,91,Senior,"$94,846 ",95,Engineer,0,Entry Level,5,Mid Size
1081,Female,81,Senior,"$155,396 ",1,Engineer,9,Mid Level,5,Mid Size
1082,Female,90,Senior,"$138,013 ",16,Artist,8,Mid Level,7,Large size
1083,Male,79,Senior,"$148,286 ",77,Entertainment,0,Entry Level,4,Mid Size
1084,Female,6,Teenager,"$101,031 ",28,Artist,1,Entry Level,1,small Size
1085,Female,38,Adult,"$52,884 ",24,Lawyer,1,Entry Level,1,small Size
1086,Male,87,Senior,"$153,230 ",15,Healthcare,8,Mid Level,1,small Size
1087,Female,93,Senior,"$63,261 ",13,Engineer,1,Entry Level,7,Large size
1088,Male,44,Adult,"$90,167 ",84,Engineer,0,Entry Level,3,small Size
1089,Female,10,Teenager,"$162,076 ",78,Other,0,Entry Level,3,small Size
1090,Female,84,Senior,"$53,622 ",27,Artist,0,Entry Level,3,small Size
1091,Female,7,Teenager,"$172,913 ",94,Executive,3,Entry Level,4,Mid Size
1092,Female,41,Adult,"$94,316 ",86,Artist,0,Entry Level,6,Mid Size
1093,Male,87,Senior,"$141,383 ",3,Other,7,Mid Level,5,Mid Size
1094,Female,33,Adult,"$67,874 ",55,Artist,0,Entry Level,2,small Size
1095,Female,34,Adult,"$176,554 ",62,Healthcare,1,Entry Level,2,small Size
1096,Female,53,Senior,"$135,341 ",56,Healthcare,10,Senior Level,2,small Size
1097,Female,47,Adult,"$129,019 ",57,Healthcare,0,Entry Level,3,small Size
1098,Male,53,Senior,"$107,879 ",3,Doctor,1,Entry Level,6,Mid Size
1099,Male,92,Senior,"$79,531 ",4,Artist,1,Entry Level,1,small Size
1100,Male,89,Senior,"$63,379 ",59,Artist,12,Senior Level,7,Large size
1101,Female,27,Teenager,"$156,258 ",54,Entertainment,0,Entry Level,4,Mid Size
1102,Male,70,Senior,"$67,874 ",41,Entertainment,9,Mid Level,3,small Size
1103,Female,86,Senior,"$159,964 ",57,Engineer,5,Mid Level,6,Mid Size
1104,Female,99,Senior,"$103,706 ",50,Entertainment,1,Entry Level,2,small Size
1105,Female,96,Senior,"$64,713 ",84,Entertainment,2,Entry Level,7,Large size
1106,Female,65,Senior,"$90,414 ",55,Artist,1,Entry Level,5,Mid Size
1107,Female,82,Senior,"$171,100 ",34,Executive,0,Entry Level,5,Mid Size
1108,Male,36,Adult,"$187,305 ",85,Engineer,6,Mid Level,7,Large size
1109,Female,30,Adult,"$139,758 ",46,Lawyer,0,Entry Level,6,Mid Size
1110,Female,96,Senior,"$91,226 ",56,Healthcare,0,Entry Level,5,Mid Size
1111,Female,69,Senior,"$143,928 ",30,Engineer,9,Mid Level,7,Large size
1112,Female,34,Adult,"$92,366 ",14,Healthcare,0,Entry Level,6,Mid Size
1113,Male,74,Senior,"$175,041 ",25,Artist,4,Entry Level,1,small Size
1114,Male,97,Senior,"$147,301 ",93,Lawyer,1,Entry Level,5,Mid Size
1115,Male,56,Senior,"$119,296 ",49,Engineer,0,Entry Level,7,Large size
1116,Female,30,Adult,"$126,306 ",44,Artist,0,Entry Level,1,small Size
1117,Male,13,Teenager,"$100,647 ",49,Executive,1,Entry Level,3,small Size
1118,Female,95,Senior,"$168,663 ",16,Engineer,11,Senior Level,5,Mid Size
1119,Female,2,Teenager,"$105,391 ",42,Executive,1,Entry Level,7,Large size
1120,Female,78,Senior,"$175,179 ",43,Executive,9,Mid Level,4,Mid Size
1121,Female,54,Senior,"$165,019 ",12,Entertainment,1,Entry Level,2,small Size
1122,Female,85,Senior,"$68,212 ",26,Healthcare,7,Mid Level,4,Mid Size
1123,Male,13,Teenager,"$64,572 ",71,Artist,1,Entry Level,2,small Size
1124,Female,85,Senior,"$92,591 ",99,Artist,8,Mid Level,2,small Size
1125,Female,41,Adult,"$69,730 ",97,Artist,1,Entry Level,4,Mid Size
1126,Female,25,Teenager,"$156,793 ",57,Marketing,2,Entry Level,4,Mid Size
1127,Female,74,Senior,"$56,848 ",41,Artist,5,Mid Level,1,small Size
1128,Male,8,Teenager,"$148,450 ",55,Healthcare,0,Entry Level,6,Mid Size
1129,Male,62,Senior,"$150,619 ",32,Artist,10,Senior Level,6,Mid Size
1130,Male,52,Senior,"$100,261 ",10,Artist,1,Entry Level,6,Mid Size
1131,Female,36,Adult,"$109,895 ",56,Healthcare,5,Mid Level,2,small Size
1132,Male,11,Teenager,"$152,684 ",24,Lawyer,0,Entry Level,3,small Size
1133,Female,84,Senior,"$133,765 ",83,Artist,1,Entry Level,3,small Size
1134,Female,99,Senior,"$57,677 ",99,Lawyer,0,Entry Level,5,Mid Size
1135,Female,51,Senior,"$112,358 ",27,Artist,0,Entry Level,6,Mid Size
1136,Female,57,Senior,"$73,845 ",52,Artist,1,Entry Level,7,Large size
1137,Male,92,Senior,"$89,531 ",42,Healthcare,6,Mid Level,2,small Size
1138,Male,29,Teenager,"$118,092 ",100,Entertainment,7,Mid Level,3,small Size
1139,Male,62,Senior,"$144,242 ",49,Entertainment,1,Entry Level,4,Mid Size
1140,Female,43,Adult,"$140,876 ",90,Entertainment,0,Entry Level,4,Mid Size
1141,Male,72,Senior,"$76,888 ",26,Marketing,0,Entry Level,1,small Size
1142,Female,28,Teenager,"$116,644 ",88,Artist,6,Mid Level,3,small Size
1143,Female,57,Senior,"$143,021 ",3,Executive,5,Mid Level,4,Mid Size
1144,Female,86,Senior,"$145,679 ",91,Lawyer,9,Mid Level,6,Mid Size
1145,Female,26,Teenager,"$64,398 ",7,Lawyer,1,Entry Level,6,Mid Size
1146,Female,13,Teenager,"$104,512 ",40,Marketing,9,Mid Level,3,small Size
1147,Male,1,Teenager,"$71,564 ",68,Artist,1,Entry Level,5,Mid Size
1148,Female,89,Senior,"$122,707 ",64,Homemaker,2,Entry Level,3,small Size
1149,Female,91,Senior,"$51,733 ",96,Healthcare,0,Entry Level,5,Mid Size
1150,Female,67,Senior,"$138,087 ",63,Marketing,1,Entry Level,7,Large size
1151,Male,63,Senior,"$147,278 ",51,Lawyer,0,Entry Level,4,Mid Size
1152,Female,90,Senior,"$187,339 ",62,Healthcare,0,Entry Level,6,Mid Size
1153,Female,87,Senior,"$129,972 ",97,Executive,1,Entry Level,6,Mid Size
1154,Female,89,Senior,"$151,176 ",55,Healthcare,1,Entry Level,2,small Size
1155,Female,34,Adult,"$74,358 ",60,Artist,0,Entry Level,6,Mid Size
1156,Male,89,Senior,"$83,953 ",82,Healthcare,0,Entry Level,3,small Size
1157,Male,31,Adult,"$62,925 ",24,Engineer,1,Entry Level,6,Mid Size
1158,Male,55,Senior,"$65,257 ",93,Doctor,2,Entry Level,3,small Size
1159,Female,3,Teenager,"$188,557 ",4,Healthcare,9,Mid Level,2,small Size
1160,Male,64,Senior,"$163,783 ",84,Healthcare,3,Entry Level,1,small Size
1161,Female,1,Teenager,"$108,342 ",97,Doctor,0,Entry Level,3,small Size
1162,Female,20,Teenager,"$155,951 ",21,Healthcare,7,Mid Level,4,Mid Size
1163,Female,18,Teenager,"$183,071 ",29,Artist,7,Mid Level,4,Mid Size
1164,Female,83,Senior,"$124,104 ",20,Healthcare,4,Entry Level,6,Mid Size
1165,Female,21,Teenager,"$136,747 ",3,Healthcare,1,Entry Level,1,small Size
1166,Male,19,Teenager,"$189,498 ",18,Artist,4,Entry Level,1,small Size
1167,Female,74,Senior,"$76,149 ",48,Artist,9,Mid Level,6,Mid Size
1168,Female,44,Adult,"$185,550 ",54,Artist,0,Entry Level,1,small Size
1169,Female,52,Senior,"$119,567 ",19,Artist,5,Mid Level,2,small Size
1170,Female,14,Teenager,"$79,806 ",30,Engineer,1,Entry Level,6,Mid Size
1171,Male,10,Teenager,"$180,774 ",66,Entertainment,1,Entry Level,5,Mid Size
1172,Female,80,Senior,"$90,142 ",50,Lawyer,1,Entry Level,2,small Size
1173,Female,82,Senior,"$184,481 ",84,Executive,0,Entry Level,2,small Size
1174,Female,32,Adult,"$66,089 ",75,Artist,6,Mid Level,3,small Size
1175,Female,16,Teenager,"$60,044 ",83,Artist,4,Entry Level,1,small Size
1176,Male,61,Senior,"$52,543 ",23,Executive,0,Entry Level,6,Mid Size
1177,Male,57,Senior,"$50,429 ",23,Artist,0,Entry Level,1,small Size
1178,Male,95,Senior,"$178,228 ",45,Engineer,1,Entry Level,2,small Size
1179,Female,38,Adult,"$161,130 ",98,Artist,8,Mid Level,3,small Size
1180,Male,70,Senior,"$87,976 ",38,Lawyer,1,Entry Level,6,Mid Size
1181,Female,40,Adult,"$179,150 ",91,Artist,5,Mid Level,2,small Size
1182,Female,92,Senior,"$163,442 ",32,Executive,1,Entry Level,6,Mid Size
1183,Female,73,Senior,"$108,159 ",18,Entertainment,8,Mid Level,7,Large size
1184,Female,62,Senior,"$73,419 ",14,Healthcare,0,Entry Level,1,small Size
1185,Female,12,Teenager,"$138,425 ",78,Doctor,11,Senior Level,6,Mid Size
1186,Male,65,Senior,"$54,431 ",93,Healthcare,1,Entry Level,7,Large size
1187,Female,88,Senior,"$168,437 ",81,Artist,2,Entry Level,2,small Size
1188,Female,55,Senior,"$71,322 ",54,Entertainment,1,Entry Level,6,Mid Size
1189,Female,99,Senior,"$122,548 ",14,Other,2,Entry Level,5,Mid Size
1190,Female,20,Teenager,"$141,428 ",32,Entertainment,1,Entry Level,5,Mid Size
1191,Male,97,Senior,"$142,214 ",32,Artist,7,Mid Level,4,Mid Size
1192,Female,93,Senior,"$62,590 ",43,Artist,9,Mid Level,6,Mid Size
1193,Male,84,Senior,"$172,523 ",83,Artist,6,Mid Level,2,small Size
1194,Female,16,Teenager,"$157,588 ",76,Executive,2,Entry Level,6,Mid Size
1195,Female,10,Teenager,"$143,313 ",57,Doctor,4,Entry Level,7,Large size
1196,Female,59,Senior,"$119,833 ",38,Doctor,1,Entry Level,2,small Size
1197,Female,54,Senior,"$70,803 ",35,Entertainment,0,Entry Level,5,Mid Size
1198,Male,82,Senior,"$139,008 ",47,Artist,1,Entry Level,4,Mid Size
1199,Male,83,Senior,"$126,669 ",53,Artist,1,Entry Level,6,Mid Size
1200,Male,87,Senior,"$122,722 ",10,Executive,9,Mid Level,4,Mid Size
1201,Male,1,Teenager,"$79,800 ",47,Artist,0,Entry Level,1,small Size
1202,Male,89,Senior,"$100,155 ",5,Healthcare,6,Mid Level,1,small Size
1203,Female,32,Adult,"$110,846 ",49,Artist,0,Entry Level,2,small Size
1204,Female,1,Teenager,"$106,841 ",69,Entertainment,0,Entry Level,3,small Size
1205,Female,54,Senior,"$117,181 ",66,Doctor,12,Senior Level,5,Mid Size
1206,Female,56,Senior,"$86,898 ",76,Healthcare,0,Entry Level,6,Mid Size
1207,Female,31,Adult,"$143,241 ",81,Executive,4,Entry Level,7,Large size
1208,Female,26,Teenager,"$146,028 ",33,Healthcare,0,Entry Level,5,Mid Size
1209,Male,7,Teenager,"$165,287 ",65,Doctor,1,Entry Level,3,small Size
1210,Female,60,Senior,"$132,486 ",9,Artist,1,Entry Level,2,small Size
1211,Male,92,Senior,"$96,424 ",74,Artist,8,Mid Level,5,Mid Size
1212,Female,93,Senior,"$151,468 ",41,Artist,1,Entry Level,5,Mid Size
1213,Female,8,Teenager,"$76,561 ",79,Healthcare,0,Entry Level,1,small Size
1214,Female,81,Senior,"$125,316 ",81,Lawyer,0,Entry Level,6,Mid Size
1215,Male,21,Teenager,"$109,373 ",22,Entertainment,4,Entry Level,2,small Size
1216,Male,96,Senior,"$135,042 ",12,Artist,0,Entry Level,7,Large size
1217,Female,78,Senior,"$59,784 ",81,Artist,3,Entry Level,3,small Size
1218,Male,86,Senior,"$140,687 ",63,Artist,1,Entry Level,2,small Size
1219,Male,1,Teenager,"$182,927 ",55,Healthcare,1,Entry Level,1,small Size
1220,Female,62,Senior,"$175,534 ",44,Artist,1,Entry Level,6,Mid Size
1221,Male,68,Senior,"$170,957 ",6,Lawyer,1,Entry Level,3,small Size
1222,Male,70,Senior,"$81,197 ",76,Artist,0,Entry Level,4,Mid Size
1223,Female,21,Teenager,"$104,888 ",8,Healthcare,0,Entry Level,4,Mid Size
1224,Male,74,Senior,"$184,838 ",18,Other,8,Mid Level,5,Mid Size
1225,Female,62,Senior,"$139,588 ",66,Executive,0,Entry Level,2,small Size
1226,Male,22,Teenager,"$126,543 ",45,Homemaker,0,Entry Level,3,small Size
1227,Female,87,Senior,"$177,260 ",45,Entertainment,14,Senior Level,2,small Size
1228,Male,44,Adult,"$156,823 ",42,Healthcare,9,Mid Level,5,Mid Size
1229,Female,27,Teenager,"$183,201 ",52,Engineer,8,Mid Level,6,Mid Size
1230,Female,95,Senior,"$84,925 ",46,Artist,4,Entry Level,6,Mid Size
1231,Male,89,Senior,"$69,719 ",47,Artist,9,Mid Level,2,small Size
1232,Female,41,Adult,"$61,355 ",13,Healthcare,1,Entry Level,3,small Size
1233,Male,41,Adult,"$156,014 ",49,Doctor,14,Senior Level,5,Mid Size
1234,Male,21,Teenager,"$184,088 ",21,Entertainment,11,Senior Level,7,Large size
1235,Female,59,Senior,"$158,372 ",98,Artist,1,Entry Level,1,small Size
1236,Female,64,Senior,"$135,742 ",67,Healthcare,1,Entry Level,7,Large size
1237,Female,38,Adult,"$145,704 ",82,Marketing,0,Entry Level,4,Mid Size
1238,Female,70,Senior,"$157,307 ",23,Executive,4,Entry Level,3,small Size
1239,Female,25,Teenager,"$88,064 ",73,Executive,1,Entry Level,5,Mid Size
1240,Female,3,Teenager,"$167,226 ",59,Homemaker,3,Entry Level,1,small Size
1241,Female,70,Senior,"$153,821 ",8,Marketing,1,Entry Level,4,Mid Size
1242,Male,29,Teenager,"$170,669 ",78,Doctor,9,Mid Level,5,Mid Size
1243,Male,88,Senior,"$93,555 ",13,Artist,3,Entry Level,3,small Size
1244,Female,20,Teenager,"$101,941 ",18,Healthcare,1,Entry Level,3,small Size
1245,Female,58,Senior,"$78,795 ",44,Engineer,0,Entry Level,6,Mid Size
1246,Female,70,Senior,"$55,875 ",94,Engineer,0,Entry Level,5,Mid Size
1247,Female,44,Adult,"$177,513 ",81,Lawyer,1,Entry Level,5,Mid Size
1248,Female,87,Senior,"$100,850 ",83,Doctor,0,Entry Level,3,small Size
1249,Female,0,Teenager,"$143,082 ",63,Entertainment,0,Entry Level,7,Large size
1250,Female,96,Senior,"$85,447 ",4,Artist,9,Mid Level,6,Mid Size
1251,Female,75,Senior,"$114,213 ",33,Doctor,9,Mid Level,4,Mid Size
1252,Male,14,Teenager,"$161,120 ",69,Executive,0,Entry Level,1,small Size
1253,Female,8,Teenager,"$186,682 ",86,Entertainment,1,Entry Level,1,small Size
1254,Male,58,Senior,"$105,302 ",75,Doctor,0,Entry Level,3,small Size
1255,Female,5,Teenager,"$133,400 ",47,Engineer,0,Entry Level,6,Mid Size
1256,Male,70,Senior,"$56,432 ",23,Engineer,0,Entry Level,5,Mid Size
1257,Female,49,Adult,"$136,467 ",72,Healthcare,3,Entry Level,3,small Size
1258,Male,60,Senior,"$189,945 ",20,Engineer,0,Entry Level,5,Mid Size
1259,Female,25,Teenager,"$163,966 ",48,Lawyer,1,Entry Level,5,Mid Size
1260,Male,47,Adult,"$52,152 ",17,Artist,0,Entry Level,3,small Size
1261,Male,53,Senior,"$145,720 ",62,Homemaker,12,Senior Level,7,Large size
1262,Male,24,Teenager,"$188,034 ",61,Healthcare,1,Entry Level,5,Mid Size
1263,Female,46,Adult,"$127,911 ",3,Homemaker,9,Mid Level,2,small Size
1264,Female,70,Senior,"$174,114 ",31,Lawyer,1,Entry Level,1,small Size
1265,Male,53,Senior,"$144,489 ",10,Artist,14,Senior Level,3,small Size
1266,Male,63,Senior,"$77,440 ",47,Lawyer,0,Entry Level,5,Mid Size
1267,Female,24,Teenager,"$86,119 ",44,Artist,1,Entry Level,6,Mid Size
1268,Female,5,Teenager,"$100,056 ",49,Entertainment,1,Entry Level,3,small Size
1269,Male,7,Teenager,"$66,686 ",50,Artist,8,Mid Level,7,Large size
1270,Female,71,Senior,"$74,696 ",41,Doctor,1,Entry Level,6,Mid Size
1271,Male,23,Teenager,"$65,641 ",50,Entertainment,4,Entry Level,5,Mid Size
1272,Female,0,Teenager,"$61,228 ",81,Entertainment,1,Entry Level,6,Mid Size
1273,Female,2,Teenager,"$138,529 ",87,Healthcare,0,Entry Level,4,Mid Size
1274,Female,72,Senior,"$152,405 ",4,Artist,1,Entry Level,4,Mid Size
1275,Male,18,Teenager,"$157,757 ",84,Doctor,0,Entry Level,4,Mid Size
1276,Male,11,Teenager,"$166,361 ",59,Engineer,6,Mid Level,4,Mid Size
1277,Female,95,Senior,"$67,227 ",30,Artist,1,Entry Level,7,Large size
1278,Male,20,Teenager,"$161,156 ",88,Engineer,0,Entry Level,4,Mid Size
1279,Female,58,Senior,"$170,647 ",70,Healthcare,1,Entry Level,7,Large size
1280,Female,67,Senior,"$161,646 ",36,Healthcare,0,Entry Level,2,small Size
1281,Male,43,Adult,"$98,016 ",18,Healthcare,9,Mid Level,6,Mid Size
1282,Male,36,Adult,"$50,526 ",19,Artist,0,Entry Level,6,Mid Size
1283,Male,2,Teenager,"$175,208 ",43,Executive,8,Mid Level,4,Mid Size
1284,Female,35,Adult,"$97,721 ",48,Engineer,0,Entry Level,7,Large size
1285,Female,81,Senior,"$142,013 ",81,Entertainment,3,Entry Level,4,Mid Size
1286,Male,84,Senior,"$166,737 ",76,Artist,0,Entry Level,3,small Size
1287,Female,18,Teenager,"$62,651 ",13,Entertainment,0,Entry Level,2,small Size
1288,Female,54,Senior,"$179,546 ",4,Homemaker,8,Mid Level,4,Mid Size
1289,Female,98,Senior,"$51,866 ",81,Artist,12,Senior Level,7,Large size
1290,Female,75,Senior,"$86,297 ",42,Executive,9,Mid Level,4,Mid Size
1291,Female,98,Senior,"$65,031 ",23,Artist,0,Entry Level,4,Mid Size
1292,Male,94,Senior,"$69,383 ",25,Entertainment,0,Entry Level,2,small Size
1293,Male,24,Teenager,"$70,733 ",63,Artist,5,Mid Level,3,small Size
1294,Female,47,Adult,"$187,898 ",89,Artist,6,Mid Level,2,small Size
1295,Female,40,Adult,"$116,001 ",55,Engineer,1,Entry Level,4,Mid Size
1296,Male,68,Senior,"$87,040 ",4,Artist,9,Mid Level,1,small Size
1297,Female,18,Teenager,"$180,956 ",74,Artist,2,Entry Level,2,small Size
1298,Female,83,Senior,"$115,517 ",82,Healthcare,0,Entry Level,6,Mid Size
1299,Male,34,Adult,"$76,979 ",46,Lawyer,1,Entry Level,3,small Size
1300,Male,81,Senior,"$50,798 ",56,Artist,10,Senior Level,5,Mid Size
1301,Female,61,Senior,"$146,350 ",43,Artist,1,Entry Level,3,small Size
1302,Female,77,Senior,"$81,112 ",61,Healthcare,5,Mid Level,3,small Size
1303,Male,52,Senior,"$80,605 ",20,Doctor,1,Entry Level,6,Mid Size
1304,Male,40,Adult,"$171,949 ",11,Doctor,1,Entry Level,6,Mid Size
1305,Male,93,Senior,"$159,006 ",26,Artist,8,Mid Level,6,Mid Size
1306,Female,45,Adult,"$177,368 ",96,Healthcare,1,Entry Level,2,small Size
1307,Female,83,Senior,"$187,643 ",3,Artist,1,Entry Level,1,small Size
1308,Male,23,Teenager,"$93,841 ",25,Lawyer,0,Entry Level,7,Large size
1309,Male,15,Teenager,"$131,061 ",92,Healthcare,0,Entry Level,7,Large size
1310,Male,79,Senior,"$146,130 ",20,Entertainment,6,Mid Level,6,Mid Size
1311,Male,80,Senior,"$84,471 ",79,Doctor,1,Entry Level,5,Mid Size
1312,Female,35,Adult,"$144,485 ",15,Entertainment,0,Entry Level,4,Mid Size
1313,Female,39,Adult,"$158,638 ",78,Healthcare,2,Entry Level,5,Mid Size
1314,Male,4,Teenager,"$96,693 ",28,Entertainment,0,Entry Level,4,Mid Size
1315,Female,83,Senior,"$129,507 ",93,Healthcare,4,Entry Level,7,Large size
1316,Female,94,Senior,"$114,510 ",39,Healthcare,0,Entry Level,4,Mid Size
1317,Female,33,Adult,"$109,396 ",17,Other,1,Entry Level,2,small Size
1318,Female,12,Teenager,"$149,031 ",96,Artist,10,Senior Level,5,Mid Size
1319,Female,77,Senior,"$66,256 ",13,Lawyer,1,Entry Level,2,small Size
1320,Female,48,Adult,"$118,285 ",69,Doctor,8,Mid Level,4,Mid Size
1321,Male,97,Senior,"$128,723 ",58,Artist,4,Entry Level,5,Mid Size
1322,Female,28,Teenager,"$178,285 ",91,Artist,4,Entry Level,7,Large size
1323,Female,99,Senior,"$144,176 ",74,Marketing,7,Mid Level,2,small Size
1324,Male,27,Teenager,"$82,474 ",31,Artist,9,Mid Level,3,small Size
1325,Female,95,Senior,"$159,010 ",84,Lawyer,6,Mid Level,2,small Size
1326,Female,6,Teenager,"$76,164 ",83,Artist,6,Mid Level,2,small Size
1327,Male,18,Teenager,"$77,873 ",49,Executive,6,Mid Level,5,Mid Size
1328,Male,42,Adult,"$53,392 ",89,Artist,6,Mid Level,4,Mid Size
1329,Male,50,Adult,"$168,898 ",41,Artist,9,Mid Level,7,Large size
1330,Male,86,Senior,"$128,917 ",7,Homemaker,5,Mid Level,5,Mid Size
1331,Male,69,Senior,"$185,067 ",49,Lawyer,5,Mid Level,4,Mid Size
1332,Male,23,Teenager,"$132,183 ",76,Artist,10,Senior Level,3,small Size
1333,Female,82,Senior,"$82,060 ",46,Healthcare,7,Mid Level,1,small Size
1334,Female,97,Senior,"$133,614 ",58,Artist,7,Mid Level,4,Mid Size
1335,Male,42,Adult,"$94,844 ",64,Other,7,Mid Level,6,Mid Size
1336,Female,75,Senior,"$76,474 ",5,Doctor,5,Mid Level,5,Mid Size
1337,Female,14,Teenager,"$94,655 ",9,Healthcare,8,Mid Level,1,small Size
1338,Male,3,Teenager,"$60,933 ",30,Doctor,8,Mid Level,1,small Size
1339,Male,16,Teenager,"$79,257 ",82,Healthcare,6,Mid Level,2,small Size
1340,Female,45,Adult,"$125,677 ",36,Entertainment,5,Mid Level,2,small Size
1341,Female,23,Teenager,"$127,971 ",56,Artist,1,Entry Level,5,Mid Size
1342,Male,38,Adult,"$76,103 ",62,Executive,9,Mid Level,3,small Size
1343,Female,45,Adult,"$114,741 ",96,Artist,0,Entry Level,5,Mid Size
1344,Female,82,Senior,"$157,994 ",92,Artist,1,Entry Level,1,small Size
1345,Male,73,Senior,"$93,786 ",44,Entertainment,3,Entry Level,1,small Size
1346,Male,36,Adult,"$75,178 ",41,Entertainment,1,Entry Level,7,Large size
1347,Male,13,Teenager,"$175,267 ",81,Healthcare,1,Entry Level,4,Mid Size
